"cond","SID","survey_name","item","value"
"self","s057","stim_order","stim_order","37|32|30|35|31|39|36|34|33|38"
"self","s058","stim_order","stim_order","24|26|29|25|27|21|23|28|22|20"
"other","s062","stim_order","stim_order","54|57|51|50|52|59|58|55|53|56"
"self","s063","stim_order","stim_order","23|20|25|22|28|27|24|29|26|21"
"self","s064","stim_order","stim_order","35|38|33|32|37|34|36|31|39|30"
"other","s065","stim_order","stim_order","73|74|76|72|79|78|70|71|77|75"
"other","s066","stim_order","stim_order","3|1|8|9|0|5|7|2|4|6"
"self","s067","stim_order","stim_order","82|83|81|89|86|87|88|84|80|85"
"other","s068","stim_order","stim_order","89|82|86|83|81|87|88|80|84|85"
"self","s069","stim_order","stim_order","100|102|109|106|101|108|103|104|107|105"
"self","s070","stim_order","stim_order","106|101|107|108|102|105|103|100|109|104"
"other","s072","stim_order","stim_order","25|28|24|21|27|20|29|26|23|22"
"other","s073","stim_order","stim_order","45|42|47|41|49|43|46|44|48|40"
"other","s074","stim_order","stim_order","107|100|105|102|104|108|106|103|101|109"
"other","s075","stim_order","stim_order","96|90|94|92|95|93|99|98|97|91"
"self","s076","stim_order","stim_order","19|18|12|11|13|14|16|10|17|15"
"other","s078","stim_order","stim_order","75|78|77|79|73|70|74|72|71|76"
"other","s079","stim_order","stim_order","107|106|100|101|104|103|105|108|102|109"
"self","s080","stim_order","stim_order","44|41|43|46|40|45|49|42|48|47"
"other","s081","stim_order","stim_order","73|70|72|77|74|79|75|71|76|78"
"self","s082","stim_order","stim_order","46|44|48|43|42|40|47|41|49|45"
"other","s083","stim_order","stim_order","88|83|89|85|81|82|84|80|87|86"
"self","s084","stim_order","stim_order","14|17|18|19|16|15|13|12|11|10"
"other","s085","stim_order","stim_order","28|22|20|26|25|27|24|23|29|21"
"self","s086","stim_order","stim_order","10|12|19|15|13|18|17|11|16|14"
"self","s089","stim_order","stim_order","10|16|17|18|19|15|13|14|12|11"
"other","s090","stim_order","stim_order","24|20|28|25|23|29|21|27|22|26"
"other","s092","stim_order","stim_order","85|83|87|89|80|86|84|88|82|81"
"self","s093","stim_order","stim_order","103|107|102|104|108|101|105|100|109|106"
"self","s095","stim_order","stim_order","48|44|41|46|43|47|40|42|45|49"
"other","s097","stim_order","stim_order","75|72|79|70|78|73|76|71|77|74"
"other","s099","stim_order","stim_order","50|51|58|52|57|54|55|53|59|56"
"other","s100","stim_order","stim_order","25|22|27|20|21|23|26|24|28|29"
"self","s101","stim_order","stim_order","35|39|33|32|31|30|38|34|37|36"
"other","s103","stim_order","stim_order","49|40|41|44|42|43|48|47|45|46"
"self","s104","stim_order","stim_order","90|97|99|91|94|93|92|98|95|96"
"self","s106","stim_order","stim_order","51|55|52|58|59|56|50|53|57|54"
"other","s108","stim_order","stim_order","15|11|10|17|19|18|16|14|12|13"
"other","s110","stim_order","stim_order","22|21|27|25|20|26|24|23|29|28"
"self","s111","stim_order","stim_order","55|51|53|56|52|50|54|59|58|57"
"self","s112","stim_order","stim_order","91|97|99|92|90|96|95|93|98|94"
"self","s113","stim_order","stim_order","88|83|82|85|84|87|86|80|81|89"
"other","s114","stim_order","stim_order","95|98|96|91|92|99|93|90|94|97"
"other","s115","stim_order","stim_order","53|51|59|58|55|56|57|54|50|52"
"other","s116","stim_order","stim_order","38|31|37|32|30|39|35|33|36|34"
"other","s117","stim_order","stim_order","68|62|61|63|67|65|66|64|69|60"
"self","s118","stim_order","stim_order","19|13|17|12|16|10|18|11|15|14"
"self","s119","stim_order","stim_order","9|0|5|7|1|6|2|3|8|4"
"other","s120","stim_order","stim_order","62|64|68|67|63|60|69|66|61|65"
"self","s121","stim_order","stim_order","72|75|74|70|76|79|73|71|78|77"
"other","s122","stim_order","stim_order","99|95|94|91|98|97|90|92|93|96"
"other","s123","stim_order","stim_order","3|8|1|4|7|5|6|9|2|0"
"self","s124","stim_order","stim_order","65|60|61|63|66|68|64|62|69|67"
"other","s125","stim_order","stim_order","43|40|46|42|49|44|41|45|48|47"
"other","s126","stim_order","stim_order","20|21|29|24|28|26|22|25|23|27"
"self","s127","stim_order","stim_order","3|9|2|6|7|5|0|8|1|4"
"self","s130","stim_order","stim_order","46|44|48|43|45|41|49|47|42|40"
"self","s132","stim_order","stim_order","1|4|9|8|0|2|5|3|6|7"
"other","s133","stim_order","stim_order","97|93|94|92|90|91|96|98|99|95"
"other","s134","stim_order","stim_order","52|57|55|53|58|54|50|59|51|56"
"other","s136","stim_order","stim_order","13|12|15|10|11|18|16|17|19|14"
"other","s137","stim_order","stim_order","89|82|84|80|83|88|81|86|85|87"
"other","s139","stim_order","stim_order","93|98|92|99|95|94|91|97|90|96"
"other","s140","stim_order","stim_order","96|95|93|97|92|90|98|99|94|91"
"self","s141","stim_order","stim_order","19|18|16|15|13|12|14|11|10|17"
"self","s143","stim_order","stim_order","41|47|46|42|43|49|45|44|48|40"
"self","s145","stim_order","stim_order","99|92|97|96|91|94|98|90|93|95"
"self","s146","stim_order","stim_order","101|103|107|109|102|100|106|105|108|104"
"self","s147","stim_order","stim_order","12|15|17|13|14|16|11|10|18|19"
"self","s149","stim_order","stim_order","75|78|71|70|74|79|77|76|73|72"
"other","s150","stim_order","stim_order","84|89|87|80|82|86|88|85|81|83"
"self","s151","stim_order","stim_order","17|13|12|19|10|11|15|18|14|16"
"other","s153","stim_order","stim_order","61|66|65|67|69|68|63|62|64|60"
"self","s155","stim_order","stim_order","65|61|69|66|68|67|63|62|64|60"
"other","s156","stim_order","stim_order","63|69|64|68|65|62|66|61|60|67"
"self","s157","stim_order","stim_order","19|11|17|13|12|15|16|10|18|14"
"other","s159","stim_order","stim_order","22|20|21|27|25|28|23|24|29|26"
"self","s160","stim_order","stim_order","49|43|42|46|47|48|40|44|41|45"
"self","s161","stim_order","stim_order","0|3|9|5|6|7|1|4|2|8"
"other","s163","stim_order","stim_order","20|29|27|28|22|24|25|23|21|26"
"other","s166","stim_order","stim_order","71|79|72|74|70|76|75|77|78|73"
"self","s167","stim_order","stim_order","80|85|87|84|89|88|86|83|82|81"
"self","s168","stim_order","stim_order","102|107|105|106|101|109|103|108|104|100"
"other","s170","stim_order","stim_order","62|68|69|65|66|60|64|61|63|67"
"self","s172","stim_order","stim_order","31|39|34|38|36|35|33|32|30|37"
"other","s177","stim_order","stim_order","28|20|22|21|25|23|24|27|26|29"
"self","s178","stim_order","stim_order","85|86|88|83|82|89|81|84|87|80"
"self","s184","stim_order","stim_order","98|90|91|92|94|93|97|99|95|96"
"other","s185","stim_order","stim_order","47|49|41|42|40|44|45|48|43|46"
"self","s186","stim_order","stim_order","54|58|56|50|53|57|52|59|51|55"
"self","s187","stim_order","stim_order","70|79|71|76|75|74|78|73|72|77"
"other","s189","stim_order","stim_order","27|21|20|24|23|29|26|25|22|28"
"other","s191","stim_order","stim_order","79|78|77|75|74|72|70|76|71|73"
"self","s192","stim_order","stim_order","55|57|56|58|59|54|53|51|52|50"
"self","s193","stim_order","stim_order","104|100|108|103|101|105|102|107|109|106"
"self","s194","stim_order","stim_order","36|37|31|39|34|30|38|32|33|35"
"self","s195","stim_order","stim_order","47|49|43|45|46|40|44|41|42|48"
"self","s196","stim_order","stim_order","35|37|30|36|39|32|33|34|38|31"
"other","s197","stim_order","stim_order","61|60|66|68|64|67|62|69|65|63"
"self","s198","stim_order","stim_order","86|83|87|88|85|80|82|84|89|81"
"self","s200","stim_order","stim_order","48|43|46|45|44|42|40|47|49|41"
"other","s201","stim_order","stim_order","85|84|83|80|87|88|82|86|81|89"
"self","s202","stim_order","stim_order","57|52|56|53|54|58|50|59|51|55"
"other","s204","stim_order","stim_order","18|17|14|12|13|11|16|15|19|10"
"other","s205","stim_order","stim_order","70|74|72|77|79|76|73|75|78|71"
"other","s206","stim_order","stim_order","86|87|81|80|82|88|84|89|83|85"
"self","s207","stim_order","stim_order","4|1|3|9|7|0|6|5|2|8"
"self","s208","stim_order","stim_order","53|50|54|59|52|57|56|58|55|51"
"other","s210","stim_order","stim_order","71|72|73|78|75|74|76|77|70|79"
"self","s211","stim_order","stim_order","61|69|64|60|65|68|67|63|62|66"
"self","s212","stim_order","stim_order","109|105|102|103|101|108|104|106|107|100"
"other","s214","stim_order","stim_order","40|41|44|49|46|42|45|48|43|47"
"other","s215","stim_order","stim_order","91|96|93|90|92|99|97|98|94|95"
"other","s216","stim_order","stim_order","15|17|14|11|12|10|13|19|16|18"
"self","s217","stim_order","stim_order","108|100|105|103|104|101|109|106|107|102"
"other","s218","stim_order","stim_order","55|51|53|54|50|52|58|56|59|57"
"self","s219","stim_order","stim_order","0|3|9|5|7|1|2|4|8|6"
"other","s222","stim_order","stim_order","8|4|9|6|0|3|5|7|2|1"
"self","s223","stim_order","stim_order","84|83|82|86|88|81|85|87|89|80"
"self","s224","stim_order","stim_order","86|82|88|84|80|83|87|81|89|85"
"other","s227","stim_order","stim_order","23|28|24|26|22|29|25|21|27|20"
"self","s230","stim_order","stim_order","32|33|38|37|36|35|30|34|31|39"
"self","s234","stim_order","stim_order","87|86|83|84|81|88|82|89|85|80"
"other","s235","stim_order","stim_order","81|82|89|85|87|80|86|83|88|84"
"other","s236","stim_order","stim_order","17|11|12|13|16|15|19|10|18|14"
"self","s237","stim_order","stim_order","60|61|64|69|68|67|63|66|62|65"
"self","s242","stim_order","stim_order","95|91|93|90|94|99|92|98|96|97"
"self","s243","stim_order","stim_order","63|69|60|68|62|65|64|67|66|61"
"other","s246","stim_order","stim_order","106|107|104|102|109|103|108|105|100|101"
"self","s248","stim_order","stim_order","12|19|13|10|17|11|16|18|15|14"
"other","s249","stim_order","stim_order","93|99|94|92|95|96|97|91|90|98"
"self","s250","stim_order","stim_order","69|65|60|63|67|62|61|68|66|64"
"other","s251","stim_order","stim_order","6|0|3|5|2|9|1|7|8|4"
"other","s255","stim_order","stim_order","59|50|54|53|55|57|58|51|52|56"
"other","s257","stim_order","stim_order","45|42|47|46|41|40|43|49|44|48"
